Order_ID,Customer_ID,Date,Product_Category,Unit_Price,Quantity,Discount_Pct,Total_Amount,Delivery_Time_Days,Customer_Rating,Is_Weekend
ORD_005700,CUST_00135,2024-03-08,Beauty,94.42,1,0,94.42,7,3,0
ORD_005701,CUST_00001,2024-03-08,Beauty,95.4,1,0,95.4,8,3,0
ORD_005702,CUST_00177,2024-03-08,Beauty,97.28,1,0,97.28,4,5,0
ORD_005703,CUST_00008,2024-03-08,Beauty,112.84,1,0,112.84,7,3,0
ORD_005704,CUST_00233,2024-03-08,Beauty,90.51,1,0,90.51,6,3,0
ORD_005705,CUST_00063,2024-03-09,Electronics,706.23,1,0,706.23,6,4,1
ORD_005706,CUST_00231,2024-03-09,Electronics,701.18,1,0,701.18,8,4,1
ORD_005707,CUST_00224,2024-03-09,Electronics,734.2,1,0,734.2,2,5,1
ORD_005708,CUST_00230,2024-03-09,Electronics,777.88,1,0,777.88,5,4,1
ORD_005709,CUST_00214,2024-03-09,Electronics,684.2,1,0,684.2,4,4,1
ORD_005710,CUST_00221,2024-03-09,Electronics,705.71,2,0,1411.41,6,4,1
ORD_005711,CUST_00240,2024-03-09,Electronics,739.86,1,0,739.86,9,3,1
ORD_005712,CUST_00152,2024-03-09,Electronics,776.21,1,0,776.21,8,3,1
ORD_005713,CUST_00121,2024-03-09,Electronics,871.28,1,0,871.28,8,3,1
ORD_005714,CUST_00190,2024-03-09,Electronics,810.76,1,0,810.76,4,5,1
ORD_005715,CUST_00035,2024-03-09,Electronics,794.3,1,0,794.3,6,4,1
ORD_005716,CUST_00168,2024-03-09,Electronics,760.33,2,0,1520.65,8,4,1
ORD_005717,CUST_00095,2024-03-09,Electronics,722.16,1,0,722.16,6,4,1
ORD_005718,CUST_00214,2024-03-09,Electronics,747.82,1,0,747.82,4,4,1
ORD_005719,CUST_00284,2024-03-09,Electronics,711.11,1,0,711.11,7,5,1
ORD_005720,CUST_00203,2024-03-09,Electronics,765.7,1,0,765.7,7,3,1
ORD_005721,CUST_00115,2024-03-09,Electronics,900.65,1,0,900.65,8,4,1
ORD_005722,CUST_00178,2024-03-09,Electronics,774.19,3,0,2322.57,8,2,1
ORD_005723,CUST_00141,2024-03-09,Electronics,867.57,1,0,867.57,7,3,1
ORD_005724,CUST_00142,2024-03-09,Electronics,737.94,1,0,737.94,8,3,1
ORD_005725,CUST_00147,2024-03-09,Electronics,919.88,1,0,919.88,6,4,1
ORD_005726,CUST_00121,2024-03-09,Electronics,898.57,1,0,898.57,7,4,1
ORD_005727,CUST_00173,2024-03-09,Electronics,753.29,2,0,1506.58,5,4,1
ORD_005728,CUST_00236,2024-03-09,Fashion,162.8,1,20,130.24,1,5,1
ORD_005729,CUST_00261,2024-03-09,Fashion,159.3,1,20,127.44,9,4,1
ORD_005730,CUST_00187,2024-03-09,Fashion,155.8,1,20,124.64,7,4,1
ORD_005731,CUST_00171,2024-03-09,Fashion,164.54,1,20,131.63,5,4,1
ORD_005732,CUST_00004,2024-03-09,Fashion,148.46,1,20,118.77,1,5,1
ORD_005733,CUST_00117,2024-03-09,Fashion,162.47,1,20,129.97,5,4,1
ORD_005734,CUST_00079,2024-03-09,Fashion,153.09,2,20,244.94,3,4,1
ORD_005735,CUST_00091,2024-03-09,Fashion,148.17,3,20,355.6,4,3,1
ORD_005736,CUST_00227,2024-03-09,Fashion,130.46,2,20,208.74,9,4,1
ORD_005737,CUST_00123,2024-03-09,Fashion,159.68,2,20,255.49,6,4,1
ORD_005738,CUST_00167,2024-03-09,Fashion,145.46,3,20,349.1,6,5,1
ORD_005739,CUST_00008,2024-03-09,Fashion,138.98,1,20,111.19,9,2,1
ORD_005740,CUST_00099,2024-03-09,Fashion,139.25,1,20,111.4,1,4,1
ORD_005741,CUST_00213,2024-03-09,Fashion,141.92,1,20,113.53,3,5,1
ORD_005742,CUST_00183,2024-03-09,Fashion,129.33,1,20,103.47,4,4,1
ORD_005743,CUST_00171,2024-03-09,Fashion,149.99,2,20,239.99,4,5,1
ORD_005744,CUST_00101,2024-03-09,Fashion,158.03,1,20,126.42,1,5,1
ORD_005745,CUST_00203,2024-03-09,Fashion,148.27,3,20,355.85,2,5,1
ORD_005746,CUST_00243,2024-03-09,Fashion,163.59,1,20,130.87,5,5,1
ORD_005747,CUST_00035,2024-03-09,Fashion,163.49,1,20,130.79,6,4,1
ORD_005748,CUST_00207,2024-03-09,Fashion,133.92,1,20,107.14,9,4,1
ORD_005749,CUST_00157,2024-03-09,Fashion,169.33,1,20,135.46,4,4,1
ORD_005750,CUST_00102,2024-03-09,Fashion,147.8,1,20,118.24,2,4,1
ORD_005751,CUST_00215,2024-03-09,Fashion,164.87,1,20,131.9,1,5,1
ORD_005752,CUST_00098,2024-03-09,Fashion,168.1,3,20,403.43,5,4,1
ORD_005753,CUST_00136,2024-03-09,Home & Garden,269.0,1,10,242.1,3,5,1
ORD_005754,CUST_00244,2024-03-09,Home & Garden,322.87,1,10,290.58,6,4,1
ORD_005755,CUST_00046,2024-03-09,Home & Garden,264.03,1,10,237.63,5,3,1
ORD_005756,CUST_00075,2024-03-09,Home & Garden,304.95,1,10,274.46,1,5,1
ORD_005757,CUST_00221,2024-03-09,Home & Garden,270.59,1,10,243.53,5,3,1
ORD_005758,CUST_00056,2024-03-09,Home & Garden,261.73,2,10,471.11,8,5,1
ORD_005759,CUST_00248,2024-03-09,Home & Garden,329.06,1,10,296.15,5,3,1
ORD_005760,CUST_00102,2024-03-09,Home & Garden,259.05,3,10,699.42,9,3,1
ORD_005761,CUST_00181,2024-03-09,Home & Garden,332.94,3,10,898.92,5,4,1
ORD_005762,CUST_00122,2024-03-09,Home & Garden,259.33,2,10,466.79,1,5,1
ORD_005763,CUST_00268,2024-03-09,Home & Garden,281.4,1,10,253.26,4,5,1
ORD_005764,CUST_00096,2024-03-09,Home & Garden,272.42,2,10,490.35,6,3,1
ORD_005765,CUST_00180,2024-03-09,Home & Garden,275.42,1,10,247.88,7,4,1
ORD_005766,CUST_00120,2024-03-09,Home & Garden,259.95,1,10,233.96,4,5,1
ORD_005767,CUST_00099,2024-03-09,Home & Garden,331.53,2,10,596.76,2,5,1
ORD_005768,CUST_00246,2024-03-09,Home & Garden,310.01,1,10,279.01,3,4,1
ORD_005769,CUST_00019,2024-03-09,Home & Garden,315.65,1,10,284.08,4,3,1
ORD_005770,CUST_00132,2024-03-09,Sports,207.38,1,0,207.38,1,4,1
ORD_005771,CUST_00089,2024-03-09,Sports,191.33,2,0,382.67,4,5,1
ORD_005772,CUST_00047,2024-03-09,Sports,223.25,1,0,223.25,5,4,1
ORD_005773,CUST_00245,2024-03-09,Sports,201.29,2,0,402.58,8,3,1
ORD_005774,CUST_00138,2024-03-09,Sports,185.28,1,0,185.28,7,4,1
ORD_005775,CUST_00281,2024-03-09,Sports,199.26,1,0,199.26,3,4,1
ORD_005776,CUST_00184,2024-03-09,Sports,204.17,1,0,204.17,6,4,1
ORD_005777,CUST_00041,2024-03-09,Sports,175.92,1,0,175.92,4,5,1
ORD_005778,CUST_00010,2024-03-09,Sports,204.36,2,0,408.73,3,4,1
ORD_005779,CUST_00203,2024-03-09,Sports,199.11,1,0,199.11,1,5,1
ORD_005780,CUST_00107,2024-03-09,Sports,213.25,1,0,213.25,8,2,1
ORD_005781,CUST_00152,2024-03-09,Books,43.42,1,0,43.42,7,4,1
ORD_005782,CUST_00295,2024-03-09,Books,55.52,3,0,166.56,3,4,1
ORD_005783,CUST_00283,2024-03-09,Books,50.47,2,0,100.93,9,4,1
ORD_005784,CUST_00262,2024-03-09,Books,43.44,1,0,43.44,3,5,1
ORD_005785,CUST_00208,2024-03-09,Books,56.27,1,0,56.27,4,5,1
ORD_005786,CUST_00277,2024-03-09,Books,49.19,2,0,98.39,8,5,1
ORD_005787,CUST_00135,2024-03-09,Books,50.08,1,0,50.08,3,4,1
ORD_005788,CUST_00204,2024-03-09,Books,57.21,1,0,57.21,8,2,1
ORD_005789,CUST_00272,2024-03-09,Beauty,103.19,1,0,103.19,7,3,1
ORD_005790,CUST_00300,2024-03-09,Beauty,94.26,2,0,188.52,4,4,1
ORD_005791,CUST_00224,2024-03-09,Beauty,96.27,2,0,192.55,4,5,1
ORD_005792,CUST_00099,2024-03-09,Beauty,87.7,1,0,87.7,6,4,1
ORD_005793,CUST_00184,2024-03-09,Beauty,85.33,1,0,85.33,2,4,1
ORD_005794,CUST_00041,2024-03-09,Beauty,114.96,1,0,114.96,4,5,1
ORD_005795,CUST_00232,2024-03-09,Beauty,103.7,2,0,207.39,3,4,1
ORD_005796,CUST_00257,2024-03-09,Beauty,92.71,1,0,92.71,9,3,1
ORD_005797,CUST_00182,2024-03-09,Beauty,112.81,2,0,225.63,7,4,1
ORD_005798,CUST_00088,2024-03-09,Beauty,92.97,3,0,278.9,2,4,1
ORD_005799,CUST_00002,2024-03-09,Beauty,94.28,3,0,282.83,8,3,1
ORD_005800,CUST_00088,2024-03-09,Beauty,109.52,1,0,109.52,2,4,1
ORD_005801,CUST_00291,2024-03-09,Beauty,114.21,1,0,114.21,1,5,1
ORD_005802,CUST_00244,2024-03-09,Beauty,107.8,1,0,107.8,1,5,1
ORD_005803,CUST_00102,2024-03-09,Beauty,100.9,2,0,201.8,8,4,1
ORD_005804,CUST_00094,2024-03-09,Beauty,90.59,2,0,181.18,4,5,1
ORD_005805,CUST_00047,2024-03-10,Electronics,682.43,1,0,682.43,8,4,1
ORD_005806,CUST_00204,2024-03-10,Electronics,760.66,2,0,1521.32,9,4,1
ORD_005807,CUST_00279,2024-03-10,Electronics,858.73,1,0,858.73,3,5,1
ORD_005808,CUST_00137,2024-03-10,Electronics,784.59,2,0,1569.19,4,4,1
ORD_005809,CUST_00177,2024-03-10,Electronics,740.58,3,0,2221.73,1,5,1
ORD_005810,CUST_00187,2024-03-10,Electronics,765.67,1,0,765.67,1,5,1
ORD_005811,CUST_00058,2024-03-10,Electronics,840.16,2,0,1680.33,5,4,1
ORD_005812,CUST_00296,2024-03-10,Electronics,890.6,2,0,1781.19,9,4,1
ORD_005813,CUST_00215,2024-03-10,Electronics,839.42,1,0,839.42,2,5,1
ORD_005814,CUST_00245,2024-03-10,Electronics,885.91,1,0,885.91,5,5,1
ORD_005815,CUST_00269,2024-03-10,Electronics,685.34,1,0,685.34,1,4,1
ORD_005816,CUST_00268,2024-03-10,Electronics,687.37,2,0,1374.74,7,4,1
ORD_005817,CUST_00197,2024-03-10,Electronics,869.89,2,0,1739.77,3,4,1
ORD_005818,CUST_00175,2024-03-10,Electronics,827.69,2,0,1655.37,2,5,1
ORD_005819,CUST_00041,2024-03-10,Electronics,848.19,1,0,848.19,3,5,1
ORD_005820,CUST_00149,2024-03-10,Electronics,727.58,1,0,727.58,1,5,1
ORD_005821,CUST_00069,2024-03-10,Electronics,748.41,1,0,748.41,3,5,1
ORD_005822,CUST_00073,2024-03-10,Electronics,902.63,1,0,902.63,7,4,1
ORD_005823,CUST_00245,2024-03-10,Electronics,823.68,1,0,823.68,2,5,1
ORD_005824,CUST_00026,2024-03-10,Electronics,915.54,1,0,915.54,6,4,1
ORD_005825,CUST_00200,2024-03-10,Electronics,904.81,2,0,1809.62,1,5,1
ORD_005826,CUST_00258,2024-03-10,Electronics,768.67,1,0,768.67,5,5,1
ORD_005827,CUST_00118,2024-03-10,Electronics,758.33,1,0,758.33,9,4,1
ORD_005828,CUST_00265,2024-03-10,Electronics,839.89,1,0,839.89,4,4,1
ORD_005829,CUST_00154,2024-03-10,Electronics,856.22,1,0,856.22,1,4,1
ORD_005830,CUST_00046,2024-03-10,Fashion,148.46,1,0,148.46,7,4,1
ORD_005831,CUST_00157,2024-03-10,Fashion,152.72,2,0,305.44,8,3,1
ORD_005832,CUST_00296,2024-03-10,Fashion,134.82,2,0,269.63,2,5,1
ORD_005833,CUST_00099,2024-03-10,Fashion,162.27,1,0,162.27,1,5,1
ORD_005834,CUST_00028,2024-03-10,Fashion,168.93,2,0,337.87,4,5,1
ORD_005835,CUST_00117,2024-03-10,Fashion,143.36,1,0,143.36,7,3,1
ORD_005836,CUST_00087,2024-03-10,Fashion,160.28,2,0,320.56,7,3,1
ORD_005837,CUST_00228,2024-03-10,Fashion,140.35,1,0,140.35,1,5,1
ORD_005838,CUST_00009,2024-03-10,Fashion,133.95,1,0,133.95,9,2,1
ORD_005839,CUST_00268,2024-03-10,Fashion,137.83,2,0,275.66,4,3,1
ORD_005840,CUST_00103,2024-03-10,Fashion,150.02,2,0,300.04,7,4,1
ORD_005841,CUST_00093,2024-03-10,Fashion,138.88,3,0,416.65,5,4,1
ORD_005842,CUST_00202,2024-03-10,Fashion,149.33,1,0,149.33,6,4,1
ORD_005843,CUST_00260,2024-03-10,Fashion,169.0,2,0,338.0,7,3,1
ORD_005844,CUST_00288,2024-03-10,Fashion,156.65,1,0,156.65,8,4,1
ORD_005845,CUST_00180,2024-03-10,Fashion,135.83,2,0,271.65,6,5,1
ORD_005846,CUST_00187,2024-03-10,Fashion,160.69,2,0,321.37,1,5,1
ORD_005847,CUST_00059,2024-03-10,Fashion,130.13,1,0,130.13,2,4,1
ORD_005848,CUST_00046,2024-03-10,Fashion,150.87,1,0,150.87,6,4,1
ORD_005849,CUST_00176,2024-03-10,Fashion,160.95,2,0,321.91,6,4,1
ORD_005850,CUST_00186,2024-03-10,Fashion,162.73,1,0,162.73,3,4,1
ORD_005851,CUST_00014,2024-03-10,Home & Garden,308.95,1,20,247.16,7,5,1
ORD_005852,CUST_00108,2024-03-10,Home & Garden,327.26,1,20,261.81,5,4,1
ORD_005853,CUST_00280,2024-03-10,Home & Garden,344.04,1,20,275.24,7,3,1
ORD_005854,CUST_00264,2024-03-10,Home & Garden,283.13,1,20,226.51,4,4,1
ORD_005855,CUST_00006,2024-03-10,Home & Garden,338.82,2,20,542.11,3,4,1
ORD_005856,CUST_00258,2024-03-10,Home & Garden,266.1,3,20,638.64,7,2,1
ORD_005857,CUST_00291,2024-03-10,Home & Garden,343.31,2,20,549.3,7,4,1
ORD_005858,CUST_00191,2024-03-10,Home & Garden,301.79,3,20,724.3,2,5,1
ORD_005859,CUST_00203,2024-03-10,Home & Garden,304.77,1,20,243.82,2,4,1
ORD_005860,CUST_00200,2024-03-10,Home & Garden,318.49,1,20,254.79,8,4,1
ORD_005861,CUST_00269,2024-03-10,Home & Garden,335.87,2,20,537.4,6,3,1
ORD_005862,CUST_00007,2024-03-10,Home & Garden,343.8,1,20,275.04,6,5,1
ORD_005863,CUST_00074,2024-03-10,Home & Garden,275.4,1,20,220.32,6,5,1
ORD_005864,CUST_00238,2024-03-10,Home & Garden,261.72,1,20,209.37,2,4,1
ORD_005865,CUST_00139,2024-03-10,Home & Garden,273.66,1,20,218.92,9,3,1
ORD_005866,CUST_00158,2024-03-10,Home & Garden,279.64,1,20,223.71,7,5,1
ORD_005867,CUST_00058,2024-03-10,Home & Garden,337.11,1,20,269.69,1,5,1
ORD_005868,CUST_00160,2024-03-10,Sports,174.72,3,0,524.17,6,5,1
ORD_005869,CUST_00145,2024-03-10,Sports,215.21,1,0,215.21,5,3,1
ORD_005870,CUST_00188,2024-03-10,Sports,171.11,2,0,342.22,8,3,1
ORD_005871,CUST_00160,2024-03-10,Sports,186.38,3,0,559.14,3,5,1
ORD_005872,CUST_00167,2024-03-10,Sports,227.19,2,0,454.38,9,3,1
ORD_005873,CUST_00210,2024-03-10,Sports,228.69,1,0,228.69,8,5,1
ORD_005874,CUST_00109,2024-03-10,Sports,221.62,1,0,221.62,8,5,1
ORD_005875,CUST_00120,2024-03-10,Sports,216.78,1,0,216.78,1,4,1
ORD_005876,CUST_00290,2024-03-10,Sports,201.46,1,0,201.46,5,4,1
ORD_005877,CUST_00194,2024-03-10,Sports,209.72,1,0,209.72,6,3,1
ORD_005878,CUST_00291,2024-03-10,Books,55.28,1,0,55.28,7,3,1
ORD_005879,CUST_00231,2024-03-10,Books,45.5,2,0,91.0,2,5,1
ORD_005880,CUST_00216,2024-03-10,Books,45.9,1,0,45.9,1,5,1
ORD_005881,CUST_00108,2024-03-10,Books,51.04,1,0,51.04,5,4,1
ORD_005882,CUST_00192,2024-03-10,Books,54.03,3,0,162.09,2,5,1
ORD_005883,CUST_00002,2024-03-10,Books,53.92,3,0,161.75,3,4,1
ORD_005884,CUST_00064,2024-03-10,Books,53.66,1,0,53.66,8,3,1
ORD_005885,CUST_00118,2024-03-10,Books,50.64,1,0,50.64,6,3,1
ORD_005886,CUST_00121,2024-03-10,Books,55.74,1,0,55.74,4,4,1
ORD_005887,CUST_00235,2024-03-10,Beauty,112.1,1,10,100.89,4,5,1
ORD_005888,CUST_00053,2024-03-10,Beauty,108.56,3,10,293.11,1,5,1
ORD_005889,CUST_00195,2024-03-10,Beauty,85.8,1,10,77.22,5,4,1
ORD_005890,CUST_00002,2024-03-10,Beauty,96.41,2,10,173.55,5,4,1
ORD_005891,CUST_00229,2024-03-10,Beauty,112.14,1,10,100.93,3,5,1
ORD_005892,CUST_00224,2024-03-10,Beauty,91.82,1,10,82.64,9,4,1
ORD_005893,CUST_00250,2024-03-10,Beauty,94.43,3,10,254.96,2,5,1
ORD_005894,CUST_00016,2024-03-10,Beauty,113.48,2,10,204.26,9,4,1
ORD_005895,CUST_00004,2024-03-10,Beauty,95.06,2,10,171.11,4,4,1
ORD_005896,CUST_00162,2024-03-10,Beauty,106.78,1,10,96.1,8,4,1
ORD_005897,CUST_00252,2024-03-10,Beauty,88.31,3,10,238.45,7,3,1
ORD_005898,CUST_00264,2024-03-10,Beauty,89.53,2,10,161.15,8,3,1
ORD_005899,CUST_00246,2024-03-10,Beauty,85.23,2,10,153.41,6,5,1
ORD_005900,CUST_00058,2024-03-10,Beauty,103.22,1,10,92.9,7,3,1
ORD_005901,CUST_00291,2024-03-10,Beauty,87.01,1,10,78.31,7,4,1
ORD_005902,CUST_00283,2024-03-10,Beauty,94.49,1,10,85.04,7,4,1
ORD_005903,CUST_00285,2024-03-10,Beauty,107.94,1,10,97.14,4,4,1
ORD_005904,CUST_00160,2024-03-10,Beauty,102.84,1,10,92.56,3,4,1
ORD_005905,CUST_00110,2024-03-11,Electronics,733.12,3,0,2199.36,6,5,0
ORD_005906,CUST_00277,2024-03-11,Electronics,810.21,1,0,810.21,1,4,0
ORD_005907,CUST_00250,2024-03-11,Electronics,880.12,1,0,880.12,8,4,0
ORD_005908,CUST_00235,2024-03-11,Electronics,790.83,1,0,790.83,1,5,0
ORD_005909,CUST_00057,2024-03-11,Electronics,894.56,3,0,2683.67,5,3,0
ORD_005910,CUST_00052,2024-03-11,Electronics,828.72,2,0,1657.43,7,4,0
ORD_005911,CUST_00196,2024-03-11,Electronics,766.33,1,0,766.33,5,4,0
ORD_005912,CUST_00188,2024-03-11,Electronics,806.32,2,0,1612.64,9,3,0
ORD_005913,CUST_00047,2024-03-11,Electronics,799.18,1,0,799.18,1,5,0
ORD_005914,CUST_00120,2024-03-11,Electronics,796.69,1,0,796.69,7,3,0
ORD_005915,CUST_00110,2024-03-11,Electronics,746.72,2,0,1493.43,6,3,0
ORD_005916,CUST_00298,2024-03-11,Electronics,918.15,1,0,918.15,9,2,0
ORD_005917,CUST_00008,2024-03-11,Electronics,780.48,2,0,1560.96,7,4,0
ORD_005918,CUST_00081,2024-03-11,Electronics,830.1,1,0,830.1,9,3,0
ORD_005919,CUST_00055,2024-03-11,Electronics,693.6,1,0,693.6,7,4,0
ORD_005920,CUST_00228,2024-03-11,Electronics,735.91,1,0,735.91,4,5,0
ORD_005921,CUST_00158,2024-03-11,Electronics,742.85,1,0,742.85,9,4,0
ORD_005922,CUST_00139,2024-03-11,Electronics,854.78,1,0,854.78,4,5,0
ORD_005923,CUST_00026,2024-03-11,Fashion,148.08,1,10,133.27,8,4,0
ORD_005924,CUST_00210,2024-03-11,Fashion,146.13,3,10,394.55,8,4,0
ORD_005925,CUST_00044,2024-03-11,Fashion,163.96,2,10,295.12,3,5,0
ORD_005926,CUST_00052,2024-03-11,Fashion,129.63,2,10,233.33,6,4,0
ORD_005927,CUST_00276,2024-03-11,Fashion,165.43,1,10,148.89,5,3,0
ORD_005928,CUST_00095,2024-03-11,Fashion,151.21,1,10,136.09,8,3,0
ORD_005929,CUST_00079,2024-03-11,Fashion,128.63,1,10,115.77,9,2,0
ORD_005930,CUST_00197,2024-03-11,Fashion,130.78,1,10,117.71,5,5,0
ORD_005931,CUST_00217,2024-03-11,Fashion,143.52,1,10,129.17,3,5,0
ORD_005932,CUST_00083,2024-03-11,Fashion,158.55,1,10,142.7,7,4,0
ORD_005933,CUST_00220,2024-03-11,Fashion,146.59,1,10,131.93,8,3,0
ORD_005934,CUST_00172,2024-03-11,Fashion,156.01,2,10,280.82,1,5,0
ORD_005935,CUST_00050,2024-03-11,Fashion,157.21,1,10,141.49,3,4,0
ORD_005936,CUST_00251,2024-03-11,Fashion,150.96,1,10,135.86,9,3,0
ORD_005937,CUST_00018,2024-03-11,Fashion,140.33,1,10,126.29,8,2,0
ORD_005938,CUST_00229,2024-03-11,Home & Garden,320.22,1,0,320.22,4,5,0
ORD_005939,CUST_00176,2024-03-11,Home & Garden,259.33,2,0,518.66,1,4,0
ORD_005940,CUST_00143,2024-03-11,Home & Garden,320.23,1,0,320.23,8,4,0
ORD_005941,CUST_00093,2024-03-11,Home & Garden,286.94,1,0,286.94,8,3,0
ORD_005942,CUST_00187,2024-03-11,Home & Garden,311.05,1,0,311.05,7,3,0
ORD_005943,CUST_00215,2024-03-11,Home & Garden,300.82,1,0,300.82,7,3,0
ORD_005944,CUST_00274,2024-03-11,Home & Garden,301.69,1,0,301.69,2,5,0
ORD_005945,CUST_00289,2024-03-11,Home & Garden,286.02,2,0,572.04,3,3,0
ORD_005946,CUST_00211,2024-03-11,Sports,183.29,2,20,293.27,4,4,0
ORD_005947,CUST_00121,2024-03-11,Sports,220.1,1,20,176.08,1,5,0
ORD_005948,CUST_00023,2024-03-11,Sports,223.79,1,20,179.03,4,4,0
ORD_005949,CUST_00271,2024-03-11,Sports,217.94,1,20,174.36,2,5,0
ORD_005950,CUST_00012,2024-03-11,Sports,221.87,1,20,177.5,4,5,0
ORD_005951,CUST_00149,2024-03-11,Sports,171.43,2,20,274.29,6,5,0
ORD_005952,CUST_00206,2024-03-11,Sports,202.73,2,20,324.36,2,5,0
ORD_005953,CUST_00095,2024-03-11,Sports,222.74,1,20,178.2,6,4,0
ORD_005954,CUST_00226,2024-03-11,Sports,228.98,1,20,183.18,4,5,0
ORD_005955,CUST_00095,2024-03-11,Books,43.49,3,10,117.43,3,4,0
ORD_005956,CUST_00156,2024-03-11,Books,50.9,1,10,45.81,4,4,0
ORD_005957,CUST_00079,2024-03-11,Books,54.98,2,10,98.96,5,4,0
ORD_005958,CUST_00023,2024-03-11,Books,48.13,1,10,43.31,4,4,0
ORD_005959,CUST_00127,2024-03-11,Books,52.77,1,10,47.49,4,4,0
ORD_005960,CUST_00009,2024-03-11,Books,53.24,2,10,95.83,4,5,0
ORD_005961,CUST_00250,2024-03-11,Books,51.42,1,10,46.28,9,3,0
ORD_005962,CUST_00230,2024-03-11,Beauty,114.28,1,0,114.28,7,3,0
ORD_005963,CUST_00146,2024-03-11,Beauty,91.55,1,0,91.55,1,5,0
ORD_005964,CUST_00107,2024-03-11,Beauty,105.79,2,0,211.59,6,4,0
ORD_005965,CUST_00057,2024-03-11,Beauty,111.14,2,0,222.28,6,4,0
ORD_005966,CUST_00126,2024-03-11,Beauty,104.08,2,0,208.16,7,4,0
ORD_005967,CUST_00145,2024-03-11,Beauty,98.47,2,0,196.94,5,3,0
ORD_005968,CUST_00065,2024-03-11,Beauty,86.85,1,0,86.85,9,3,0
ORD_005969,CUST_00121,2024-03-11,Beauty,104.23,1,0,104.23,9,4,0
ORD_005970,CUST_00081,2024-03-11,Beauty,87.94,1,0,87.94,1,5,0
ORD_005971,CUST_00243,2024-03-11,Beauty,94.64,3,0,283.91,2,4,0
ORD_005972,CUST_00190,2024-03-11,Beauty,89.23,3,0,267.69,7,3,0
ORD_005973,CUST_00142,2024-03-11,Beauty,94.01,1,0,94.01,8,4,0
ORD_005974,CUST_00298,2024-03-11,Beauty,114.46,1,0,114.46,2,4,0
ORD_005975,CUST_00059,2024-03-11,Beauty,90.15,1,0,90.15,5,4,0
ORD_005976,CUST_00184,2024-03-12,Electronics,781.0,1,10,702.9,7,4,0
ORD_005977,CUST_00133,2024-03-12,Electronics,706.56,2,10,1271.81,2,4,0
ORD_005978,CUST_00223,2024-03-12,Electronics,730.84,1,10,657.76,1,4,0
ORD_005979,CUST_00265,2024-03-12,Electronics,763.08,1,10,686.77,6,4,0
ORD_005980,CUST_00036,2024-03-12,Electronics,757.38,2,10,1363.28,8,4,0
ORD_005981,CUST_00015,2024-03-12,Electronics,861.45,1,10,775.3,7,4,0
ORD_005982,CUST_00029,2024-03-12,Electronics,745.36,1,10,670.82,2,4,0
ORD_005983,CUST_00226,2024-03-12,Electronics,887.21,3,10,2395.46,2,5,0
ORD_005984,CUST_00200,2024-03-12,Electronics,830.48,1,10,747.44,7,4,0
ORD_005985,CUST_00070,2024-03-12,Electronics,874.87,1,10,787.38,4,5,0
ORD_005986,CUST_00234,2024-03-12,Electronics,826.49,1,10,743.84,6,4,0
ORD_005987,CUST_00130,2024-03-12,Electronics,856.41,1,10,770.77,3,5,0
ORD_005988,CUST_00050,2024-03-12,Electronics,698.24,1,10,628.41,7,3,0
ORD_005989,CUST_00172,2024-03-12,Electronics,818.74,1,10,736.87,2,5,0
ORD_005990,CUST_00183,2024-03-12,Electronics,779.03,2,10,1402.26,6,4,0
ORD_005991,CUST_00087,2024-03-12,Electronics,901.44,1,10,811.29,7,4,0
ORD_005992,CUST_00289,2024-03-12,Electronics,901.2,2,10,1622.15,3,5,0
ORD_005993,CUST_00134,2024-03-12,Electronics,747.31,2,10,1345.16,1,5,0
ORD_005994,CUST_00279,2024-03-12,Electronics,847.49,1,10,762.74,1,5,0
ORD_005995,CUST_00062,2024-03-12,Electronics,800.2,2,10,1440.35,2,5,0
ORD_005996,CUST_00170,2024-03-12,Fashion,143.22,1,10,128.9,6,3,0
ORD_005997,CUST_00059,2024-03-12,Fashion,132.61,1,10,119.35,6,3,0
ORD_005998,CUST_00066,2024-03-12,Fashion,132.2,1,10,118.98,7,4,0
ORD_005999,CUST_00044,2024-03-12,Fashion,167.31,1,10,150.58,9,3,0
ORD_006000,CUST_00083,2024-03-12,Fashion,145.99,3,10,394.16,8,4,0
ORD_006001,CUST_00161,2024-03-12,Fashion,161.56,1,10,145.4,2,5,0
ORD_006002,CUST_00148,2024-03-12,Fashion,147.75,1,10,132.97,2,5,0
ORD_006003,CUST_00286,2024-03-12,Fashion,170.7,2,10,307.27,8,4,0
ORD_006004,CUST_00267,2024-03-12,Fashion,135.1,3,10,364.77,9,3,0
ORD_006005,CUST_00028,2024-03-12,Fashion,141.13,2,10,254.03,4,4,0
ORD_006006,CUST_00294,2024-03-12,Fashion,147.63,2,10,265.73,6,5,0
ORD_006007,CUST_00259,2024-03-12,Fashion,156.03,1,10,140.43,3,4,0
ORD_006008,CUST_00041,2024-03-12,Fashion,147.62,2,10,265.72,2,5,0
ORD_006009,CUST_00066,2024-03-12,Fashion,135.75,1,10,122.17,1,5,0
ORD_006010,CUST_00250,2024-03-12,Fashion,131.19,1,10,118.07,2,5,0
ORD_006011,CUST_00182,2024-03-12,Fashion,138.77,1,10,124.89,8,3,0
ORD_006012,CUST_00091,2024-03-12,Fashion,149.82,1,10,134.84,5,3,0
ORD_006013,CUST_00003,2024-03-12,Home & Garden,272.58,1,20,218.06,3,5,0
ORD_006014,CUST_00070,2024-03-12,Home & Garden,326.26,3,20,783.01,1,5,0
